cluster_ID,genes
1,C10orf10;HLA-C;CD74;IFI27;HLA-B;HLA-E;TXNIP;IFITM3;THBD;HLA-A;IFITM2;CDKN1A;ELF1;IFI16
2,DUSP5;PTMA;LEPR;LMO2;DDX3X;NRN1;TNFSF10;GBP4;CHMP5;ISG15;IFI6;WARS;IFI44L;HEG1;CX3CL1;VAMP5;Endothelial cells LTC4S+ SEMA3G+;LAP3;IFIT3;DDIT4
3,CD9
4,CCL2;MARCKS;C1S;TIMP1;CEBPD;GEM
5,Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;CYP1B1;RPL22;ANGPTL1;MAB21L2
6,SOCS2;Endothelial cells DARC+;IL1R1;C4orf32;CYTH1;PMAIP1;PIM3;TNFAIP3;NAMPT
7,Endothelial cells CD36+;PSMB9;IFNGR1;PLSCR1;IGFBP2;ARHGEF3;ADAR;IFI44;BST2;SERPINE1;B4GALT5;MT1G;RBM25;Endothelial cells CA4+ CD36+;LIPA;RNF19B;B2M;CLEC2B;SLFN5;EHD4;PML;LY6E;GCA;SPTLC2;CCDC109B;MYOF;NMI;NCOA3;ANXA2R;PSMB8;IRF7;GCH1;CSRNP1;IFIT1;CDK17;TAP1;BCL3;MX1;CCND3;VEGFC;XAF1;TRIM38;IFIT2;PARP9;OAS2;HLA-F;DTX3L;IFIT5;OAS3;TREX1
8,CCL4;Glial cells;FAM134B;IFI35;GALNT2;PLIN2;SMAD3;SPSB1;RNF213;RNASE4;DCP1A;GAK;MYD88;AHNAK2;CES1;EIF3L;GBP2;BLVRA;IMPA2;MAX;NCF1;TAGAP;MT1F;IRF2;ALYREF;PI4K2B;TMEM140;GBA;SLC15A3;ANKFY1;CD274;SAMD4A;TLK2;TCF7L2;LGMN;PDK1;APOL1;SP110;PHF11;MAFB;CXCL10;PXK;MAP3K5;IL15RA;CXCL9;BAG1;RASSF4;PPM1K;ACSL1;APOL2;SLC16A1;RTP4;OPTN;GJA4;RBCK1;TRIM5;ABLIM3;LPCAT1;UBE2L6;SUN2;OGFR;CCDC92;MT1H;PRKD2;DDX58;HERC6;NAPA;CPT1A;ETV6;SOCS1;TLR3;CCL5;AKT3;TRIM25;TNFRSF10A;SCO2;HELZ2;TRIM21;SNN;PNPT1;SLC25A28;ST3GAL4;GBP3;BTN3A3;WHAMM;JAK2;TMEM51;CASP7;C15orf48;Stromal Cycling cells;TRAFD1;GBP5;ERLIN1;TRIM14;CFB;SLC25A30;C4orf33;SECTM1;IRF9;FNDC4;ZNF385B;ZBP1;USP18;UPP2;UNC93B1;ULK4;TRIM34;TMEM255A;TFEC;TDRD7;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PUS1;PMM2;PHF15;PDGFRL;PADI2;P2RY6;OASL;NT5C3;NPAS2;NOD2;NEURL3;NDC80;MVB12B;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GPX2;GK;G6PC;FZD5;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;ENPP1;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C9orf91;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;ARNTL;ARG2;AQP9;APOBEC3A;ANKRD22;AMPH;ABTB2;AIM2;DDX60;EXT1;RNF114;CRY1;ATP10D;IL15;MB21D1;MTHFD2L;PARP12;SIRPA;KIAA0040;LRG1;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;GBP1;TBX3;SCARB2;Inflammatory fibroblasts IL11+ CHI3L1+;EPSTI1;IDO1
9,MCL1;ATF3;PNRC1;VMP1;STAT1;SPATS2L;TNFSF13B;CCL19;RARRES3;IL6ST;LGALS3;Fibroblasts SFRP2+ SLPI+;SERPING1;Fibroblasts KCNN3+ LY6H+;ADM;TNFAIP6;FAM46A;TYMP;MAFF;COMMD3;ALDH1A1;PFKFB3;SAMHD1;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+
10,RGS1;ISG20;Lymphatics;CD69;FNDC3B;CD38;GLRX;ODC1;SERPINB9
11,MT1X;MT1M;JUNB;HES4;FKBP5;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;NFIL3;CCL8;STEAP4
