cluster_ID,genes
1,PSMB8;TAP1;SERPINB9;IL15;IDO1;Mature DCs;LAMP3;BCL2L14;CCL19;CXCL10;TRIM5;CXCL9
2,PSMB9;UBE2L6;C15orf48;TRIM38;OGFR;IMPA2;DC1;WARS;MYD88
3,CDKN1A;IFI30;GBP4;GBP1;SLC15A3;ETV6;ACSL1;TRIM14;JAK2
4,RGS1;PIM3;RBCK1;NMI;ILCs;SOCS2;CD274
5,PNRC1;HLA-F;CYTH1;IL6ST;IRF2;Macrophages CXCL9+ CXCL10+;RNF19B;CASP7;TRAFD1;MAFF;APOL2
6,RPL22;PTMA;CPT1A;C4orf33;CRY1;CDK17;PNPT1;IFIT1;IFIT5;CCDC92;IL1R1;C9orf91;OAS3;C10orf10;ENPP1;GK
7,RBM25;ADAR;NAPA;MX1;TRIM25;PARP12;EHD4;ALYREF;GCH1;PMM2;MCOLN2;TREX1;ATP10D;TLK2;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;IRF7;LPCAT1;MB21D1;HEG1;Macrophages PLA2G2D+;TMEM140;GBA;DTX3L;PML;TCF7L2;IFIT3;TMEM51;MVB12B;FCGR1A;SLC16A1;IFIT2;TDRD7;USP18
8,PPM1K;GEM;GBP3;ARNTL;GAK;WHAMM;RTP4;DDX58;HESX1;NFIL3;OASL;MTHFD2L;GALNT2;MT1M;BTN3A3;MAP3K5;EXT1;SLC25A30;HELZ2;PI4K2B;CREB3L3;PHF11;T cells CD4+ IL17A+;NK cells KLRF1+ CD3G-;SMAD3;AKT3;KIAA0040;PRKD2;DDX60;ANKFY1;TRIM21;SLC25A28;C1S;ADM;LEPR;DCP1A;SAMD4A;SPSB1;Monocytes CHI3L1+ CYP27A1+;APOL1;STARD5;ETV7;FUT4;HERC6;ERLIN1;TNFRSF10A;MICB;B2M;ULK4;IL15RA;ST3GAL4;IFNLR1;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NOD2;NEURL3;NDC80;MYOF;MKX;MASTL;MAP3K14;MAB21L2;LRG1;IL1RN;IL17RB;IGFBP2;HLA-G;GPX2;GJA4;G6PC;FZD5;FTSJD2;FNDC4;FFAR2;CXCL11;CX3CL1;CTCFL;CRP;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;C5orf27;C22orf28;BUB1;BATF2;ARG2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2
9,TXNIP;FKBP5;UNC93B1;IFI44L;IFI44;DDX3X;PARP9;RNF114;THBD;CCL2;CLEC4E;Macrophages LYVE1+;BCL3;CCL8;CYP1B1;SCO2;PFKFB3;XAF1;SIRPA;SPTLC2
10,ISG20;DUSP5;Plasma cells;CD38;HSH2D;COMMD3;PDK1;ZBP1;FNDC3B
11,EIF3L;NCF1;PMAIP1;B cells;SP110;Immune Cycling cells;ODC1;STAP1;PXK;NCOA3;AIM2;B cells AICDA+ LRMP+;PUS1
12,SOCS1;ELF1;CCND3;CCDC109B;CD69;DDIT4;GBP2;Tregs;FAM134B;T cells Naive CD4+;HLA-A;RARRES3;SUN2;SLFN5
13,LY6E;STAT1;RNF213;CCL4;T cells CD4+ FOSB+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ANXA2R;HLA-C;HLA-B;OPTN;ARHGEF3;T cells OGT+;GBP5;IRF9;GZMB;TNFAIP3;TAGAP;CCL5;T cells CD8+;T cells CD8+ KLRG1+
14,VMP1;CHMP5;IFI27;C4orf32;LMO2
15,MCL1;JUNB;IFITM2;CSRNP1;ALDH1A1;TNFSF10;FAM46A;PLIN2;MAX;HES4;B4GALT5;CD9;Mast cells
16,CD74;MARCKS;TYMP;IFNGR1;TNFSF13B;LAP3;RASSF4;MT1G;EPSTI1;SNN;LGALS3;ATF3;SPATS2L;BLVRA
17,GCA;PLSCR1;IFITM3;CEBPD;Macrophages;SAMHD1;DC2 CD1D-;DC2 CD1D+;GLRX;P2RY6;IFI35;IFI6;NAMPT;CCR1;TIMP1
18,IFI16;MT1X;Macrophages Metallothionein;MT1H;TFEC;MT1F;ISG15;OAS2;BAG1;ADAMDEC1;HLA-E;CLEC2B;BST2;LIPA;SECTM1;VAMP5;LGMN;MAFB;CD163;MSR1;SERPING1;SCARB2;Macrophages CCL3+ CCL4+
